title,text,label
Time traveler predicts yesterday,An unbelievable story spread without any credible sources. No reliable evidence supports the claim. Sample 124.,0
Aliens elected as world leaders,A viral post claimed aliens secretly won a global election without evidence. No reliable evidence supports the claim. Sample 201.,0
Government approves new education policy,The government announced a new education policy after consultations with experts and officials. Verified by multiple official reports. Sample 21.,1
Cats start paying taxes,A fabricated article claimed cats were added to the national tax system. No reliable evidence supports the claim. Sample 139.,0
Invisible water discovered,A misleading post claimed ordinary water makes people invisible. No reliable evidence supports the claim. Sample 105.,0
City launches tree plantation drive,Thousands of saplings were planted across the city. Verified by multiple official reports. Sample 121.,1
Time traveler predicts yesterday,An unbelievable story spread without any credible sources. No reliable evidence supports the claim. Sample 230.,0
City launches tree plantation drive,Thousands of saplings were planted across the city. Verified by multiple official reports. Sample 201.,1
City launches tree plantation drive,Thousands of saplings were planted across the city. Verified by multiple official reports. Sample 224.,1
Time traveler predicts yesterday,An unbelievable story spread without any credible sources. No reliable evidence supports the claim. Sample 106.,0
Aliens elected as world leaders,A viral post claimed aliens secretly won a global election without evidence. No reliable evidence supports the claim. Sample 83.,0
Invisible water discovered,A misleading post claimed ordinary water makes people invisible. No reliable evidence supports the claim. Sample 185.,0
Moon made of chocolate confirmed,An online rumor falsely claimed the moon is made of chocolate. No reliable evidence supports the claim. Sample 18.,0
Government approves new education policy,The government announced a new education policy after consultations with experts and officials. Verified by multiple official reports. Sample 55.,1
Cats start paying taxes,A fabricated article claimed cats were added to the national tax system. No reliable evidence supports the claim. Sample 176.,0
Scientists develop efficient solar panel,Researchers published findings showing improved solar panel efficiency. Verified by multiple official reports. Sample 74.,1
Time traveler predicts yesterday,An unbelievable story spread without any credible sources. No reliable evidence supports the claim. Sample 135.,0
Scientists develop efficient solar panel,Researchers published findings showing improved solar panel efficiency. Verified by multiple official reports. Sample 204.,1
Local hospital opens new emergency wing,The new facility aims to improve patient care and emergency response. Verified by multiple official reports. Sample 101.,1
Government approves new education policy,The government announced a new education policy after consultations with experts and officials. Verified by multiple official reports. Sample 247.,1
City launches tree plantation drive,Thousands of saplings were planted across the city. Verified by multiple official reports. Sample 219.,1
University awards research grants,The grants will support innovation and academic research. Verified by multiple official reports. Sample 9.,1
Aliens elected as world leaders,A viral post claimed aliens secretly won a global election without evidence. No reliable evidence supports the claim. Sample 80.,0
Moon made of chocolate confirmed,An online rumor falsely claimed the moon is made of chocolate. No reliable evidence supports the claim. Sample 39.,0
Scientists develop efficient solar panel,Researchers published findings showing improved solar panel efficiency. Verified by multiple official reports. Sample 73.,1
Invisible water discovered,A misleading post claimed ordinary water makes people invisible. No reliable evidence supports the claim. Sample 180.,0
Time traveler predicts yesterday,An unbelievable story spread without any credible sources. No reliable evidence supports the claim. Sample 16.,0
City launches tree plantation drive,Thousands of saplings were planted across the city. Verified by multiple official reports. Sample 212.,1
Local hospital opens new emergency wing,The new facility aims to improve patient care and emergency response. Verified by multiple official reports. Sample 157.,1
Moon made of chocolate confirmed,An online rumor falsely claimed the moon is made of chocolate. No reliable evidence supports the claim. Sample 119.,0
Time traveler predicts yesterday,An unbelievable story spread without any credible sources. No reliable evidence supports the claim. Sample 170.,0
Cats start paying taxes,A fabricated article claimed cats were added to the national tax system. No reliable evidence supports the claim. Sample 62.,0
Time traveler predicts yesterday,An unbelievable story spread without any credible sources. No reliable evidence supports the claim. Sample 169.,0
City launches tree plantation drive,Thousands of saplings were planted across the city. Verified by multiple official reports. Sample 103.,1
Cats start paying taxes,A fabricated article claimed cats were added to the national tax system. No reliable evidence supports the claim. Sample 223.,0
Government approves new education policy,The government announced a new education policy after consultations with experts and officials. Verified by multiple official reports. Sample 120.,1
Invisible water discovered,A misleading post claimed ordinary water makes people invisible. No reliable evidence supports the claim. Sample 88.,0
Scientists develop efficient solar panel,Researchers published findings showing improved solar panel efficiency. Verified by multiple official reports. Sample 232.,1
Government approves new education policy,The government announced a new education policy after consultations with experts and officials. Verified by multiple official reports. Sample 8.,1
Local hospital opens new emergency wing,The new facility aims to improve patient care and emergency response. Verified by multiple official reports. Sample 47.,1
Moon made of chocolate confirmed,An online rumor falsely claimed the moon is made of chocolate. No reliable evidence supports the claim. Sample 205.,0
University awards research grants,The grants will support innovation and academic research. Verified by multiple official reports. Sample 189.,1
Invisible water discovered,A misleading post claimed ordinary water makes people invisible. No reliable evidence supports the claim. Sample 13.,0
City launches tree plantation drive,Thousands of saplings were planted across the city. Verified by multiple official reports. Sample 108.,1
University awards research grants,The grants will support innovation and academic research. Verified by multiple official reports. Sample 209.,1
Scientists develop efficient solar panel,Researchers published findings showing improved solar panel efficiency. Verified by multiple official reports. Sample 40.,1
Government approves new education policy,The government announced a new education policy after consultations with experts and officials. Verified by multiple official reports. Sample 250.,1
Government approves new education policy,The government announced a new education policy after consultations with experts and officials. Verified by multiple official reports. Sample 67.,1
Government approves new education policy,The government announced a new education policy after consultations with experts and officials. Verified by multiple official reports. Sample 246.,1
University awards research grants,The grants will support innovation and academic research. Verified by multiple official reports. Sample 77.,1
Government approves new education policy,The government announced a new education policy after consultations with experts and officials. Verified by multiple official reports. Sample 18.,1
Local hospital opens new emergency wing,The new facility aims to improve patient care and emergency response. Verified by multiple official reports. Sample 245.,1
Government approves new education policy,The government announced a new education policy after consultations with experts and officials. Verified by multiple official reports. Sample 3.,1
Invisible water discovered,A misleading post claimed ordinary water makes people invisible. No reliable evidence supports the claim. Sample 122.,0
Local hospital opens new emergency wing,The new facility aims to improve patient care and emergency response. Verified by multiple official reports. Sample 168.,1
Time traveler predicts yesterday,An unbelievable story spread without any credible sources. No reliable evidence supports the claim. Sample 108.,0
Time traveler predicts yesterday,An unbelievable story spread without any credible sources. No reliable evidence supports the claim. Sample 209.,0
Cats start paying taxes,A fabricated article claimed cats were added to the national tax system. No reliable evidence supports the claim. Sample 129.,0
Aliens elected as world leaders,A viral post claimed aliens secretly won a global election without evidence. No reliable evidence supports the claim. Sample 4.,0
City launches tree plantation drive,Thousands of saplings were planted across the city. Verified by multiple official reports. Sample 76.,1
Government approves new education policy,The government announced a new education policy after consultations with experts and officials. Verified by multiple official reports. Sample 17.,1
Local hospital opens new emergency wing,The new facility aims to improve patient care and emergency response. Verified by multiple official reports. Sample 237.,1
Cats start paying taxes,A fabricated article claimed cats were added to the national tax system. No reliable evidence supports the claim. Sample 198.,0
City launches tree plantation drive,Thousands of saplings were planted across the city. Verified by multiple official reports. Sample 78.,1
Invisible water discovered,A misleading post claimed ordinary water makes people invisible. No reliable evidence supports the claim. Sample 178.,0
Moon made of chocolate confirmed,An online rumor falsely claimed the moon is made of chocolate. No reliable evidence supports the claim. Sample 162.,0
Scientists develop efficient solar panel,Researchers published findings showing improved solar panel efficiency. Verified by multiple official reports. Sample 135.,1
Aliens elected as world leaders,A viral post claimed aliens secretly won a global election without evidence. No reliable evidence supports the claim. Sample 97.,0
Local hospital opens new emergency wing,The new facility aims to improve patient care and emergency response. Verified by multiple official reports. Sample 60.,1
Cats start paying taxes,A fabricated article claimed cats were added to the national tax system. No reliable evidence supports the claim. Sample 220.,0
City launches tree plantation drive,Thousands of saplings were planted across the city. Verified by multiple official reports. Sample 115.,1
Government approves new education policy,The government announced a new education policy after consultations with experts and officials. Verified by multiple official reports. Sample 225.,1
Scientists develop efficient solar panel,Researchers published findings showing improved solar panel efficiency. Verified by multiple official reports. Sample 36.,1
Local hospital opens new emergency wing,The new facility aims to improve patient care and emergency response. Verified by multiple official reports. Sample 148.,1
Invisible water discovered,A misleading post claimed ordinary water makes people invisible. No reliable evidence supports the claim. Sample 127.,0
Local hospital opens new emergency wing,The new facility aims to improve patient care and emergency response. Verified by multiple official reports. Sample 109.,1
City launches tree plantation drive,Thousands of saplings were planted across the city. Verified by multiple official reports. Sample 96.,1
Invisible water discovered,A misleading post claimed ordinary water makes people invisible. No reliable evidence supports the claim. Sample 59.,0
Scientists develop efficient solar panel,Researchers published findings showing improved solar panel efficiency. Verified by multiple official reports. Sample 94.,1
Government approves new education policy,The government announced a new education policy after consultations with experts and officials. Verified by multiple official reports. Sample 13.,1
Time traveler predicts yesterday,An unbelievable story spread without any credible sources. No reliable evidence supports the claim. Sample 231.,0
Invisible water discovered,A misleading post claimed ordinary water makes people invisible. No reliable evidence supports the claim. Sample 26.,0
Aliens elected as world leaders,A viral post claimed aliens secretly won a global election without evidence. No reliable evidence supports the claim. Sample 246.,0
Time traveler predicts yesterday,An unbelievable story spread without any credible sources. No reliable evidence supports the claim. Sample 99.,0
Cats start paying taxes,A fabricated article claimed cats were added to the national tax system. No reliable evidence supports the claim. Sample 95.,0
City launches tree plantation drive,Thousands of saplings were planted across the city. Verified by multiple official reports. Sample 149.,1
Local hospital opens new emergency wing,The new facility aims to improve patient care and emergency response. Verified by multiple official reports. Sample 199.,1
Cats start paying taxes,A fabricated article claimed cats were added to the national tax system. No reliable evidence supports the claim. Sample 226.,0
Local hospital opens new emergency wing,The new facility aims to improve patient care and emergency response. Verified by multiple official reports. Sample 127.,1
Local hospital opens new emergency wing,The new facility aims to improve patient care and emergency response. Verified by multiple official reports. Sample 86.,1
Cats start paying taxes,A fabricated article claimed cats were added to the national tax system. No reliable evidence supports the claim. Sample 87.,0
Cats start paying taxes,A fabricated article claimed cats were added to the national tax system. No reliable evidence supports the claim. Sample 109.,0
Invisible water discovered,A misleading post claimed ordinary water makes people invisible. No reliable evidence supports the claim. Sample 248.,0
Local hospital opens new emergency wing,The new facility aims to improve patient care and emergency response. Verified by multiple official reports. Sample 145.,1
Time traveler predicts yesterday,An unbelievable story spread without any credible sources. No reliable evidence supports the claim. Sample 22.,0
Moon made of chocolate confirmed,An online rumor falsely claimed the moon is made of chocolate. No reliable evidence supports the claim. Sample 2.,0
Invisible water discovered,A misleading post claimed ordinary water makes people invisible. No reliable evidence supports the claim. Sample 190.,0
Moon made of chocolate confirmed,An online rumor falsely claimed the moon is made of chocolate. No reliable evidence supports the claim. Sample 181.,0
Invisible water discovered,A misleading post claimed ordinary water makes people invisible. No reliable evidence supports the claim. Sample 89.,0
Moon made of chocolate confirmed,An online rumor falsely claimed the moon is made of chocolate. No reliable evidence supports the claim. Sample 111.,0
Cats start paying taxes,A fabricated article claimed cats were added to the national tax system. No reliable evidence supports the claim. Sample 77.,0
Time traveler predicts yesterday,An unbelievable story spread without any credible sources. No reliable evidence supports the claim. Sample 151.,0
Moon made of chocolate confirmed,An online rumor falsely claimed the moon is made of chocolate. No reliable evidence supports the claim. Sample 110.,0
Cats start paying taxes,A fabricated article claimed cats were added to the national tax system. No reliable evidence supports the claim. Sample 239.,0
City launches tree plantation drive,Thousands of saplings were planted across the city. Verified by multiple official reports. Sample 123.,1
Cats start paying taxes,A fabricated article claimed cats were added to the national tax system. No reliable evidence supports the claim. Sample 210.,0
Aliens elected as world leaders,A viral post claimed aliens secretly won a global election without evidence. No reliable evidence supports the claim. Sample 35.,0
Moon made of chocolate confirmed,An online rumor falsely claimed the moon is made of chocolate. No reliable evidence supports the claim. Sample 182.,0
Aliens elected as world leaders,A viral post claimed aliens secretly won a global election without evidence. No reliable evidence supports the claim. Sample 175.,0
City launches tree plantation drive,Thousands of saplings were planted across the city. Verified by multiple official reports. Sample 229.,1
Cats start paying taxes,A fabricated article claimed cats were added to the national tax system. No reliable evidence supports the claim. Sample 204.,0
Cats start paying taxes,A fabricated article claimed cats were added to the national tax system. No reliable evidence supports the claim. Sample 227.,0
Local hospital opens new emergency wing,The new facility aims to improve patient care and emergency response. Verified by multiple official reports. Sample 161.,1
University awards research grants,The grants will support innovation and academic research. Verified by multiple official reports. Sample 92.,1
Invisible water discovered,A misleading post claimed ordinary water makes people invisible. No reliable evidence supports the claim. Sample 159.,0
Local hospital opens new emergency wing,The new facility aims to improve patient care and emergency response. Verified by multiple official reports. Sample 134.,1
Aliens elected as world leaders,A viral post claimed aliens secretly won a global election without evidence. No reliable evidence supports the claim. Sample 103.,0
Time traveler predicts yesterday,An unbelievable story spread without any credible sources. No reliable evidence supports the claim. Sample 96.,0
Cats start paying taxes,A fabricated article claimed cats were added to the national tax system. No reliable evidence supports the claim. Sample 150.,0
Invisible water discovered,A misleading post claimed ordinary water makes people invisible. No reliable evidence supports the claim. Sample 216.,0
Government approves new education policy,The government announced a new education policy after consultations with experts and officials. Verified by multiple official reports. Sample 223.,1
Local hospital opens new emergency wing,The new facility aims to improve patient care and emergency response. Verified by multiple official reports. Sample 126.,1
Aliens elected as world leaders,A viral post claimed aliens secretly won a global election without evidence. No reliable evidence supports the claim. Sample 177.,0
Government approves new education policy,The government announced a new education policy after consultations with experts and officials. Verified by multiple official reports. Sample 128.,1
Scientists develop efficient solar panel,Researchers published findings showing improved solar panel efficiency. Verified by multiple official reports. Sample 216.,1
Invisible water discovered,A misleading post claimed ordinary water makes people invisible. No reliable evidence supports the claim. Sample 41.,0
Invisible water discovered,A misleading post claimed ordinary water makes people invisible. No reliable evidence supports the claim. Sample 166.,0
Scientists develop efficient solar panel,Researchers published findings showing improved solar panel efficiency. Verified by multiple official reports. Sample 10.,1
Local hospital opens new emergency wing,The new facility aims to improve patient care and emergency response. Verified by multiple official reports. Sample 210.,1
Aliens elected as world leaders,A viral post claimed aliens secretly won a global election without evidence. No reliable evidence supports the claim. Sample 92.,0
Government approves new education policy,The government announced a new education policy after consultations with experts and officials. Verified by multiple official reports. Sample 218.,1
Scientists develop efficient solar panel,Researchers published findings showing improved solar panel efficiency. Verified by multiple official reports. Sample 1.,1
Local hospital opens new emergency wing,The new facility aims to improve patient care and emergency response. Verified by multiple official reports. Sample 48.,1
Government approves new education policy,The government announced a new education policy after consultations with experts and officials. Verified by multiple official reports. Sample 62.,1
Moon made of chocolate confirmed,An online rumor falsely claimed the moon is made of chocolate. No reliable evidence supports the claim. Sample 144.,0
Invisible water discovered,A misleading post claimed ordinary water makes people invisible. No reliable evidence supports the claim. Sample 217.,0
Invisible water discovered,A misleading post claimed ordinary water makes people invisible. No reliable evidence supports the claim. Sample 203.,0
Local hospital opens new emergency wing,The new facility aims to improve patient care and emergency response. Verified by multiple official reports. Sample 159.,1
City launches tree plantation drive,Thousands of saplings were planted across the city. Verified by multiple official reports. Sample 15.,1
Moon made of chocolate confirmed,An online rumor falsely claimed the moon is made of chocolate. No reliable evidence supports the claim. Sample 172.,0
City launches tree plantation drive,Thousands of saplings were planted across the city. Verified by multiple official reports. Sample 16.,1
City launches tree plantation drive,Thousands of saplings were planted across the city. Verified by multiple official reports. Sample 184.,1
Scientists develop efficient solar panel,Researchers published findings showing improved solar panel efficiency. Verified by multiple official reports. Sample 222.,1
Moon made of chocolate confirmed,An online rumor falsely claimed the moon is made of chocolate. No reliable evidence supports the claim. Sample 71.,0
University awards research grants,The grants will support innovation and academic research. Verified by multiple official reports. Sample 178.,1
Scientists develop efficient solar panel,Researchers published findings showing improved solar panel efficiency. Verified by multiple official reports. Sample 2.,1
Time traveler predicts yesterday,An unbelievable story spread without any credible sources. No reliable evidence supports the claim. Sample 184.,0
Invisible water discovered,A misleading post claimed ordinary water makes people invisible. No reliable evidence supports the claim. Sample 73.,0
Aliens elected as world leaders,A viral post claimed aliens secretly won a global election without evidence. No reliable evidence supports the claim. Sample 156.,0
Scientists develop efficient solar panel,Researchers published findings showing improved solar panel efficiency. Verified by multiple official reports. Sample 213.,1
Invisible water discovered,A misleading post claimed ordinary water makes people invisible. No reliable evidence supports the claim. Sample 161.,0
Government approves new education policy,The government announced a new education policy after consultations with experts and officials. Verified by multiple official reports. Sample 70.,1
Local hospital opens new emergency wing,The new facility aims to improve patient care and emergency response. Verified by multiple official reports. Sample 112.,1
Aliens elected as world leaders,A viral post claimed aliens secretly won a global election without evidence. No reliable evidence supports the claim. Sample 9.,0
Scientists develop efficient solar panel,Researchers published findings showing improved solar panel efficiency. Verified by multiple official reports. Sample 25.,1
University awards research grants,The grants will support innovation and academic research. Verified by multiple official reports. Sample 153.,1
Aliens elected as world leaders,A viral post claimed aliens secretly won a global election without evidence. No reliable evidence supports the claim. Sample 12.,0
University awards research grants,The grants will support innovation and academic research. Verified by multiple official reports. Sample 11.,1
Cats start paying taxes,A fabricated article claimed cats were added to the national tax system. No reliable evidence supports the claim. Sample 29.,0
Time traveler predicts yesterday,An unbelievable story spread without any credible sources. No reliable evidence supports the claim. Sample 75.,0
Local hospital opens new emergency wing,The new facility aims to improve patient care and emergency response. Verified by multiple official reports. Sample 41.,1
Cats start paying taxes,A fabricated article claimed cats were added to the national tax system. No reliable evidence supports the claim. Sample 131.,0
Government approves new education policy,The government announced a new education policy after consultations with experts and officials. Verified by multiple official reports. Sample 192.,1
University awards research grants,The grants will support innovation and academic research. Verified by multiple official reports. Sample 196.,1
Moon made of chocolate confirmed,An online rumor falsely claimed the moon is made of chocolate. No reliable evidence supports the claim. Sample 146.,0
Moon made of chocolate confirmed,An online rumor falsely claimed the moon is made of chocolate. No reliable evidence supports the claim. Sample 191.,0
Local hospital opens new emergency wing,The new facility aims to improve patient care and emergency response. Verified by multiple official reports. Sample 185.,1
Local hospital opens new emergency wing,The new facility aims to improve patient care and emergency response. Verified by multiple official reports. Sample 12.,1
Local hospital opens new emergency wing,The new facility aims to improve patient care and emergency response. Verified by multiple official reports. Sample 241.,1
Cats start paying taxes,A fabricated article claimed cats were added to the national tax system. No reliable evidence supports the claim. Sample 149.,0
Aliens elected as world leaders,A viral post claimed aliens secretly won a global election without evidence. No reliable evidence supports the claim. Sample 8.,0
Moon made of chocolate confirmed,An online rumor falsely claimed the moon is made of chocolate. No reliable evidence supports the claim. Sample 134.,0
Government approves new education policy,The government announced a new education policy after consultations with experts and officials. Verified by multiple official reports. Sample 83.,1
City launches tree plantation drive,Thousands of saplings were planted across the city. Verified by multiple official reports. Sample 164.,1
Invisible water discovered,A misleading post claimed ordinary water makes people invisible. No reliable evidence supports the claim. Sample 31.,0
University awards research grants,The grants will support innovation and academic research. Verified by multiple official reports. Sample 197.,1
University awards research grants,The grants will support innovation and academic research. Verified by multiple official reports. Sample 140.,1
Moon made of chocolate confirmed,An online rumor falsely claimed the moon is made of chocolate. No reliable evidence supports the claim. Sample 32.,0
Cats start paying taxes,A fabricated article claimed cats were added to the national tax system. No reliable evidence supports the claim. Sample 221.,0
Scientists develop efficient solar panel,Researchers published findings showing improved solar panel efficiency. Verified by multiple official reports. Sample 206.,1
Cats start paying taxes,A fabricated article claimed cats were added to the national tax system. No reliable evidence supports the claim. Sample 238.,0
University awards research grants,The grants will support innovation and academic research. Verified by multiple official reports. Sample 37.,1
Invisible water discovered,A misleading post claimed ordinary water makes people invisible. No reliable evidence supports the claim. Sample 245.,0
Government approves new education policy,The government announced a new education policy after consultations with experts and officials. Verified by multiple official reports. Sample 111.,1
Moon made of chocolate confirmed,An online rumor falsely claimed the moon is made of chocolate. No reliable evidence supports the claim. Sample 64.,0
Cats start paying taxes,A fabricated article claimed cats were added to the national tax system. No reliable evidence supports the claim. Sample 228.,0
University awards research grants,The grants will support innovation and academic research. Verified by multiple official reports. Sample 227.,1
University awards research grants,The grants will support innovation and academic research. Verified by multiple official reports. Sample 203.,1
Invisible water discovered,A misleading post claimed ordinary water makes people invisible. No reliable evidence supports the claim. Sample 66.,0
Time traveler predicts yesterday,An unbelievable story spread without any credible sources. No reliable evidence supports the claim. Sample 10.,0
Cats start paying taxes,A fabricated article claimed cats were added to the national tax system. No reliable evidence supports the claim. Sample 215.,0
University awards research grants,The grants will support innovation and academic research. Verified by multiple official reports. Sample 242.,1
City launches tree plantation drive,Thousands of saplings were planted across the city. Verified by multiple official reports. Sample 188.,1
Local hospital opens new emergency wing,The new facility aims to improve patient care and emergency response. Verified by multiple official reports. Sample 183.,1
Aliens elected as world leaders,A viral post claimed aliens secretly won a global election without evidence. No reliable evidence supports the claim. Sample 42.,0
Moon made of chocolate confirmed,An online rumor falsely claimed the moon is made of chocolate. No reliable evidence supports the claim. Sample 91.,0
Government approves new education policy,The government announced a new education policy after consultations with experts and officials. Verified by multiple official reports. Sample 81.,1
Time traveler predicts yesterday,An unbelievable story spread without any credible sources. No reliable evidence supports the claim. Sample 141.,0
University awards research grants,The grants will support innovation and academic research. Verified by multiple official reports. Sample 155.,1
Aliens elected as world leaders,A viral post claimed aliens secretly won a global election without evidence. No reliable evidence supports the claim. Sample 61.,0
City launches tree plantation drive,Thousands of saplings were planted across the city. Verified by multiple official reports. Sample 152.,1
City launches tree plantation drive,Thousands of saplings were planted across the city. Verified by multiple official reports. Sample 228.,1
Time traveler predicts yesterday,An unbelievable story spread without any credible sources. No reliable evidence supports the claim. Sample 233.,0
Aliens elected as world leaders,A viral post claimed aliens secretly won a global election without evidence. No reliable evidence supports the claim. Sample 130.,0
Time traveler predicts yesterday,An unbelievable story spread without any credible sources. No reliable evidence supports the claim. Sample 107.,0
Time traveler predicts yesterday,An unbelievable story spread without any credible sources. No reliable evidence supports the claim. Sample 45.,0
Invisible water discovered,A misleading post claimed ordinary water makes people invisible. No reliable evidence supports the claim. Sample 38.,0
Moon made of chocolate confirmed,An online rumor falsely claimed the moon is made of chocolate. No reliable evidence supports the claim. Sample 85.,0
Time traveler predicts yesterday,An unbelievable story spread without any credible sources. No reliable evidence supports the claim. Sample 232.,0
Aliens elected as world leaders,A viral post claimed aliens secretly won a global election without evidence. No reliable evidence supports the claim. Sample 174.,0
Moon made of chocolate confirmed,An online rumor falsely claimed the moon is made of chocolate. No reliable evidence supports the claim. Sample 28.,0
University awards research grants,The grants will support innovation and academic research. Verified by multiple official reports. Sample 72.,1
Cats start paying taxes,A fabricated article claimed cats were added to the national tax system. No reliable evidence supports the claim. Sample 74.,0
Local hospital opens new emergency wing,The new facility aims to improve patient care and emergency response. Verified by multiple official reports. Sample 31.,1
Scientists develop efficient solar panel,Researchers published findings showing improved solar panel efficiency. Verified by multiple official reports. Sample 220.,1
University awards research grants,The grants will support innovation and academic research. Verified by multiple official reports. Sample 61.,1
Aliens elected as world leaders,A viral post claimed aliens secretly won a global election without evidence. No reliable evidence supports the claim. Sample 133.,0
City launches tree plantation drive,Thousands of saplings were planted across the city. Verified by multiple official reports. Sample 243.,1
Invisible water discovered,A misleading post claimed ordinary water makes people invisible. No reliable evidence supports the claim. Sample 49.,0
City launches tree plantation drive,Thousands of saplings were planted across the city. Verified by multiple official reports. Sample 58.,1
University awards research grants,The grants will support innovation and academic research. Verified by multiple official reports. Sample 160.,1
Scientists develop efficient solar panel,Researchers published findings showing improved solar panel efficiency. Verified by multiple official reports. Sample 44.,1
Government approves new education policy,The government announced a new education policy after consultations with experts and officials. Verified by multiple official reports. Sample 211.,1
City launches tree plantation drive,Thousands of saplings were planted across the city. Verified by multiple official reports. Sample 106.,1
Invisible water discovered,A misleading post claimed ordinary water makes people invisible. No reliable evidence supports the claim. Sample 7.,0
